user_id,username,deck_name,deck_alternative_name,rating
2,user_0002,Lifegain,Lifegain,0.89
2,user_0002,Golgari Midrange (2),Golgari Midrange,0.83
2,user_0002,Izzet Aggro,Izzet Aggro,1.09
2,user_0002,Dimir Bounce,Dimir Bounce,1.55
2,user_0002,Izzet,Izzet,0.97
2,user_0002,Izzet Lessons,Izzet Lessons,4.22
2,user_0002,Mono-Green Landfall,Mono-Green Landfall,1.04
2,user_0002,Temur Lessons,Temur Lessons,1.18
2,user_0002,Sultai Reanimator,Sultai Reanimator,1.34
2,user_0002,Gruul Random Encounter,Gruul Random Encounter,1.38
2,user_0002,Gruul Leyline Aggro,Gruul Leyline Aggro,1.27
2,user_0002,Jeskai Control,Jeskai Control,3.43
2,user_0002,Boros Burn,Boros Burn,1.37
2,user_0002,Jeskai Artifacts,Jeskai Artifacts,0.88
2,user_0002,Boros Manufacturing,Boros Manufacturing,0.96
2,user_0002,4c Insidious Roots (2),4c Insidious Roots,1.18
2,user_0002,Golgari Dragons,Golgari Dragons,1.14
2,user_0002,Abzan Midrange,Abzan Midrange,1.69
2,user_0002,4c Kona,4c Kona,1.06
2,user_0002,Simic Aggro,Simic Aggro,1.27
2,user_0002,Simic Omniscience,Simic Omniscience,1.13
2,user_0002,Izzet Prowess,Izzet Prowess,1.85
2,user_0002,Orzhov Control,Orzhov Control,1.13
2,user_0002,Izzet Looting,Izzet Looting,2.46
2,user_0002,Simic Midrange,Simic Midrange,1.09
2,user_0002,Boros Aggro,Boros Aggro,1.43
2,user_0002,Temur Floodcaller Combo,Temur Floodcaller Combo,0.82
2,user_0002,Izzet Midrange,Izzet Midrange,0.76
2,user_0002,4c Artifacts,4c Artifacts,0.86
2,user_0002,Boros Leyline Aggro,Boros Leyline Aggro,1.09
2,user_0002,Naya Yuna,Naya Yuna,0.77
2,user_0002,Abzan Insidious Roots,Abzan Insidious Roots,1.62
2,user_0002,Boros Token Control,Boros Token Control,1.68
2,user_0002,Orzhov Midrange,Orzhov Midrange,0.67
2,user_0002,4c Insidious Roots,4c Insidious Roots,1.05
2,user_0002,Bant Airbending Combo,Bant Airbending Combo,0.83
2,user_0002,Simic Landfall,Simic Landfall,0.8
2,user_0002,Mono-Red Aggro,Mono-Red Aggro,3.42
2,user_0002,Bant Omniscience,Bant Omniscience,1.15
3,user_0003,4c Insidious Roots,4c Insidious Roots,1.74
3,user_0003,Temur Kona,Temur Kona,1.47
3,user_0003,Dimir Bounce,Dimir Bounce,1.28
3,user_0003,Grixis Artifacts,Grixis Artifacts,0.92
3,user_0003,Izzet Prowess,Izzet Prowess,3.39
3,user_0003,Izzet Omniscience,Izzet Omniscience,1.24
3,user_0003,Golgari Midrange (2),Golgari Midrange,1.03
3,user_0003,Izzet,Izzet,2.56
3,user_0003,Dimir Midrange,Dimir Midrange,3.12
3,user_0003,Abzan Midrange,Abzan Midrange,0.98
3,user_0003,Temur Lessons,Temur Lessons,1.92
3,user_0003,Mono-White Tokens,Mono-White Tokens,1.91
3,user_0003,Mono-Green Landfall,Mono-Green Landfall,2.17
3,user_0003,Golgari Dragons,Golgari Dragons,1.13
3,user_0003,Jeskai Control,Jeskai Control,2.81
3,user_0003,Boros Dragons,Boros Dragons,1.42
3,user_0003,Mono-Red Aggro,Mono-Red Aggro,3.21
3,user_0003,Rakdos Aggro,Rakdos Aggro,0.72
3,user_0003,Boros Aggro,Boros Aggro,1.49
3,user_0003,Boros Leyline Aggro,Boros Leyline Aggro,0.8
3,user_0003,Mono-Red Leyline Aggro,Mono-Red Leyline Aggro,1.33
3,user_0003,4c Kona,4c Kona,2.06
3,user_0003,Sultai Control,Sultai Control,1.43
3,user_0003,Jeskai Artifacts,Jeskai Artifacts,1.98
3,user_0003,Izzet Midrange,Izzet Midrange,1.38
3,user_0003,Jeskai Self-Bounce,Jeskai Self-Bounce,1.69
3,user_0003,Orzhov Control,Orzhov Control,0.55
3,user_0003,Azorius Control,Azorius Control,0.87
3,user_0003,5c Reanimator,5c Reanimator,1.46
4,user_0004,Grixis Leyline,Grixis Leyline,1.26
4,user_0004,Gruul Random Encounter,Gruul Random Encounter,1.0
4,user_0004,Izzet Aggro,Izzet Aggro,1.0
4,user_0004,Dimir Bounce,Dimir Bounce,1.24
4,user_0004,Boros Burn,Boros Burn,1.51
4,user_0004,Naya Yuna,Naya Yuna,0.75
4,user_0004,Esper Self-Bounce,Esper Self-Bounce,1.12
4,user_0004,Boros Manufacturing,Boros Manufacturing,0.93
4,user_0004,Izzet Midrange,Izzet Midrange,1.7
4,user_0004,Dimir Midrange,Dimir Midrange,3.75
4,user_0004,Dimir Control,Dimir Control,1.0
4,user_0004,Mono-White Tokens,Mono-White Tokens,0.81
4,user_0004,Mardu Dragons,Mardu Dragons,0.87
4,user_0004,Mono-Green Landfall,Mono-Green Landfall,1.84
4,user_0004,4c Control,4c Control,0.89
4,user_0004,4c Kona,4c Kona,1.33
4,user_0004,Simic Aggro,Simic Aggro,1.06
4,user_0004,Golgari Insidious Roots,Golgari Insidious Roots,1.02
4,user_0004,Simic Omniscience,Simic Omniscience,1.06
4,user_0004,Abzan Insidious Roots,Abzan Insidious Roots,1.25
4,user_0004,Jund Aggro,Jund Aggro,0.84
4,user_0004,Sultai Reanimator,Sultai Reanimator,0.73
4,user_0004,Golgari Dragons,Golgari Dragons,0.77
4,user_0004,Temur Floodcaller Combo,Temur Floodcaller Combo,1.04
4,user_0004,Boros Token Control,Boros Token Control,0.89
4,user_0004,Azorius Control,Azorius Control,1.35
4,user_0004,Boros Leyline Aggro,Boros Leyline Aggro,1.24
4,user_0004,Jeskai Artifacts,Jeskai Artifacts,1.24
4,user_0004,Orzhov Control,Orzhov Control,1.11
4,user_0004,Boros Mice,Boros Mice,1.08
4,user_0004,Sultai Graveyard,Sultai Graveyard,0.33
4,user_0004,Selesnya Landfall,Selesnya Landfall,1.43
4,user_0004,Gruul Delirium,Gruul Delirium,1.18
4,user_0004,Izzet Omniscience,Izzet Omniscience,1.21
4,user_0004,Golgari Midrange,Golgari Midrange,2.05
4,user_0004,Orzhov Self-Bounce,Orzhov Self-Bounce,0.86
4,user_0004,4c Insidious Roots,4c Insidious Roots,1.25
4,user_0004,Gruul Aggro,Gruul Aggro,1.38
4,user_0004,Orzhov Midrange,Orzhov Midrange,1.18
4,user_0004,Izzet,Izzet,0.73
4,user_0004,Bant Airbending Combo,Bant Airbending Combo,1.62
4,user_0004,Izzet Prowess,Izzet Prowess,2.14
4,user_0004,Temur Kona,Temur Kona,1.32
4,user_0004,Mono-Red Aggro,Mono-Red Aggro,3.33
4,user_0004,Lifegain,Lifegain,1.21
4,user_0004,5c Reanimator,5c Reanimator,0.73
4,user_0004,Rakdos Aggro,Rakdos Aggro,0.44
4,user_0004,Boros Aggro,Boros Aggro,1.46
4,user_0004,Golgari Midrange (2),Golgari Midrange,0.94
4,user_0004,Jeskai Looting,Jeskai Looting,1.01
4,user_0004,Bant Omniscience,Bant Omniscience,0.76
5,user_0005,Lifegain,Lifegain,1.27
5,user_0005,Boros Mice,Boros Mice,0.9
5,user_0005,Boros Aggro,Boros Aggro,1.89
5,user_0005,Simic Omniscience,Simic Omniscience,0.76
5,user_0005,Naya Yuna,Naya Yuna,0.97
5,user_0005,Azorius Control,Azorius Control,0.95
5,user_0005,5c Reanimator,5c Reanimator,1.16
5,user_0005,Temur Battlecrier Combo,Temur Battlecrier Combo,1.22
5,user_0005,Gruul Aggro,Gruul Aggro,2.23
5,user_0005,Mono-Red Leyline Aggro,Mono-Red Leyline Aggro,1.88
5,user_0005,Izzet,Izzet,0.72
5,user_0005,Izzet Lessons,Izzet Lessons,3.93
5,user_0005,Simic Aggro,Simic Aggro,1.35
5,user_0005,Temur Kona,Temur Kona,1.31
5,user_0005,Sultai Graveyard,Sultai Graveyard,1.08
5,user_0005,Boros Dragons,Boros Dragons,1.51
5,user_0005,Dimir Midrange,Dimir Midrange,2.83
5,user_0005,4c Reanimator,4c Reanimator,2.25
5,user_0005,Izzet Omniscience,Izzet Omniscience,0.9
5,user_0005,Boros Burn,Boros Burn,1.38
5,user_0005,Mono-Green Landfall,Mono-Green Landfall,1.54
5,user_0005,Rakdos Sacrifice,Rakdos Sacrifice,0.76
5,user_0005,4c Omniscience,4c Omniscience,1.33
5,user_0005,Temur Lessons,Temur Lessons,0.81
5,user_0005,Rakdos Aggro,Rakdos Aggro,1.24
5,user_0005,Temur Floodcaller Combo,Temur Floodcaller Combo,1.25
5,user_0005,Boros Manufacturing,Boros Manufacturing,1.44
5,user_0005,4c Insidious Roots (2),4c Insidious Roots,1.38
5,user_0005,4c Kona,4c Kona,0.65
5,user_0005,Mono-Black Midrange,Mono-Black Midrange,1.06
5,user_0005,Bant Omniscience,Bant Omniscience,1.02
5,user_0005,Jund Aggro,Jund Aggro,1.17
5,user_0005,Golgari Midrange,Golgari Midrange,1.43
5,user_0005,Jeskai Control,Jeskai Control,2.6
5,user_0005,Izzet Prowess,Izzet Prowess,2.68
5,user_0005,Izzet Aggro,Izzet Aggro,1.1
5,user_0005,Dimir Control,Dimir Control,1.09
5,user_0005,Orzhov Self-Bounce,Orzhov Self-Bounce,1.1
5,user_0005,Jeskai Artifacts,Jeskai Artifacts,1.13
5,user_0005,Dimir Bounce,Dimir Bounce,1.18
5,user_0005,Mardu Dragons,Mardu Dragons,1.52
5,user_0005,Selesnya Landfall,Selesnya Landfall,1.32
5,user_0005,Orzhov Control,Orzhov Control,0.88
5,user_0005,Esper Self-Bounce,Esper Self-Bounce,1.05
5,user_0005,Mono-White Tokens,Mono-White Tokens,1.16
5,user_0005,Jeskai Looting,Jeskai Looting,1.05
5,user_0005,Gruul Leyline Aggro,Gruul Leyline Aggro,1.35
5,user_0005,Gruul Delirium,Gruul Delirium,0.89
5,user_0005,Sultai Control,Sultai Control,0.82
5,user_0005,4c Artifacts,4c Artifacts,0.54
5,user_0005,Mono-Red Aggro,Mono-Red Aggro,4.27
5,user_0005,4c Control,4c Control,1.02
6,user_0006,Grixis Artifacts,Grixis Artifacts,0.92
6,user_0006,Simic Aggro,Simic Aggro,0.72
6,user_0006,Abzan Insidious Roots,Abzan Insidious Roots,1.33
6,user_0006,Sultai Graveyard,Sultai Graveyard,0.77
6,user_0006,Dimir Bounce,Dimir Bounce,1.07
6,user_0006,Mono-White Tokens,Mono-White Tokens,0.71
6,user_0006,4c Omniscience,4c Omniscience,0.62
6,user_0006,Golgari Midrange,Golgari Midrange,1.43
6,user_0006,Golgari Midrange (2),Golgari Midrange,1.15
6,user_0006,Orzhov Midrange,Orzhov Midrange,1.47
6,user_0006,Boros Mice,Boros Mice,1.03
6,user_0006,Izzet Aggro,Izzet Aggro,1.39
6,user_0006,Boros Aggro,Boros Aggro,0.58
6,user_0006,Izzet Midrange,Izzet Midrange,0.86
6,user_0006,Golgari Insidious Roots,Golgari Insidious Roots,0.68
6,user_0006,Dimir Control,Dimir Control,1.41
6,user_0006,Grixis Leyline,Grixis Leyline,0.72
6,user_0006,Mono-Red Leyline Aggro,Mono-Red Leyline Aggro,0.93
6,user_0006,Simic Midrange,Simic Midrange,0.77
6,user_0006,Orzhov Control,Orzhov Control,1.64
6,user_0006,Temur Battlecrier Combo,Temur Battlecrier Combo,1.57
6,user_0006,Mardu Dragons,Mardu Dragons,1.04
6,user_0006,Sultai Control,Sultai Control,1.25
6,user_0006,Selesnya Landfall,Selesnya Landfall,1.51
6,user_0006,Simic Landfall,Simic Landfall,1.34
6,user_0006,Gruul Aggro,Gruul Aggro,0.51
6,user_0006,Izzet Omniscience,Izzet Omniscience,0.84
6,user_0006,Boros Token Control,Boros Token Control,1.51
6,user_0006,Dimir Midrange,Dimir Midrange,3.31
6,user_0006,Azorius Control,Azorius Control,1.38
6,user_0006,4c Reanimator,4c Reanimator,2.18
6,user_0006,Bant Airbending Combo,Bant Airbending Combo,1.53
7,user_0007,Boros Leyline Aggro,Boros Leyline Aggro,0.58
7,user_0007,Jeskai Self-Bounce,Jeskai Self-Bounce,1.53
7,user_0007,Boros Mice,Boros Mice,0.85
7,user_0007,4c Control,4c Control,1.33
7,user_0007,Boros Dragons,Boros Dragons,1.46
7,user_0007,Mono-White Tokens,Mono-White Tokens,1.31
7,user_0007,Gruul Leyline Aggro,Gruul Leyline Aggro,1.1
7,user_0007,Gruul Aggro,Gruul Aggro,1.01
7,user_0007,Golgari Dragons,Golgari Dragons,1.68
7,user_0007,Orzhov Midrange,Orzhov Midrange,0.98
7,user_0007,Jund Aggro,Jund Aggro,1.31
7,user_0007,4c Kona,4c Kona,0.88
7,user_0007,Jeskai Looting,Jeskai Looting,0.87
7,user_0007,Grixis Leyline,Grixis Leyline,1.51
7,user_0007,4c Insidious Roots (2),4c Insidious Roots,0.65
7,user_0007,Abzan Midrange,Abzan Midrange,0.9
7,user_0007,Orzhov Self-Bounce,Orzhov Self-Bounce,0.85
7,user_0007,Bant Airbending Combo,Bant Airbending Combo,1.66
7,user_0007,Selesnya Landfall,Selesnya Landfall,1.99
7,user_0007,Jeskai Control,Jeskai Control,3.47
7,user_0007,Dimir Bounce,Dimir Bounce,1.35
7,user_0007,Orzhov Control,Orzhov Control,0.55
7,user_0007,Sultai Reanimator,Sultai Reanimator,1.64
7,user_0007,Temur Lessons,Temur Lessons,1.24
7,user_0007,4c Insidious Roots,4c Insidious Roots,1.05
7,user_0007,Boros Manufacturing,Boros Manufacturing,1.74
7,user_0007,Izzet Midrange,Izzet Midrange,1.14
7,user_0007,Azorius Control,Azorius Control,0.96
7,user_0007,Golgari Insidious Roots,Golgari Insidious Roots,0.65
7,user_0007,Izzet Looting,Izzet Looting,3.68
8,user_0008,4c Insidious Roots (2),4c Insidious Roots,0.96
8,user_0008,Orzhov Control,Orzhov Control,1.05
8,user_0008,Golgari Dragons,Golgari Dragons,1.77
8,user_0008,4c Reanimator,4c Reanimator,2.32
8,user_0008,Izzet Lessons,Izzet Lessons,3.53
8,user_0008,Grixis Leyline,Grixis Leyline,0.87
8,user_0008,Mono-Red Aggro,Mono-Red Aggro,3.99
8,user_0008,Jeskai Artifacts,Jeskai Artifacts,1.4
8,user_0008,Simic Omniscience,Simic Omniscience,1.31
8,user_0008,Mardu Dragons,Mardu Dragons,0.89
8,user_0008,Izzet Omniscience,Izzet Omniscience,1.19
8,user_0008,Mono-Red Leyline Aggro,Mono-Red Leyline Aggro,1.15
8,user_0008,Izzet,Izzet,0.66
8,user_0008,Simic Aggro,Simic Aggro,1.24
8,user_0008,Esper Self-Bounce,Esper Self-Bounce,1.31
8,user_0008,Sultai Graveyard,Sultai Graveyard,0.98
8,user_0008,Jeskai Control,Jeskai Control,3.05
8,user_0008,Izzet Looting,Izzet Looting,2.73
8,user_0008,Grixis Artifacts,Grixis Artifacts,1.22
8,user_0008,Boros Burn,Boros Burn,1.16
8,user_0008,Abzan Insidious Roots,Abzan Insidious Roots,0.89
8,user_0008,Temur Battlecrier Combo,Temur Battlecrier Combo,0.92
8,user_0008,Gruul Leyline Aggro,Gruul Leyline Aggro,0.77
8,user_0008,Boros Mice,Boros Mice,0.94
8,user_0008,4c Insidious Roots,4c Insidious Roots,0.9
8,user_0008,Mono-Green Landfall,Mono-Green Landfall,1.91
8,user_0008,Sultai Reanimator,Sultai Reanimator,1.55
8,user_0008,Naya Yuna,Naya Yuna,1.18
8,user_0008,Boros Aggro,Boros Aggro,2.01
8,user_0008,Selesnya Landfall,Selesnya Landfall,1.26
8,user_0008,4c Control,4c Control,1.32
8,user_0008,Lifegain,Lifegain,1.02
8,user_0008,Dimir Control,Dimir Control,1.36
8,user_0008,Rakdos Aggro,Rakdos Aggro,1.15
8,user_0008,Gruul Aggro,Gruul Aggro,1.02
8,user_0008,Boros Token Control,Boros Token Control,0.85
8,user_0008,Dimir Midrange,Dimir Midrange,3.9
8,user_0008,Golgari Midrange (2),Golgari Midrange,1.7
9,user_0009,Sultai Reanimator,Sultai Reanimator,2.01
9,user_0009,Lifegain,Lifegain,1.45
9,user_0009,4c Artifacts,4c Artifacts,1.65
9,user_0009,Abzan Insidious Roots,Abzan Insidious Roots,1.39
9,user_0009,Izzet Aggro,Izzet Aggro,0.99
9,user_0009,4c Reanimator,4c Reanimator,3.01
9,user_0009,Mono-White Tokens,Mono-White Tokens,1.7
9,user_0009,4c Control,4c Control,1.21
9,user_0009,Orzhov Control,Orzhov Control,0.49
9,user_0009,Golgari Midrange (2),Golgari Midrange,1.1
9,user_0009,Izzet Looting,Izzet Looting,2.73
9,user_0009,Golgari Dragons,Golgari Dragons,1.58
9,user_0009,Esper Self-Bounce,Esper Self-Bounce,1.21
9,user_0009,4c Insidious Roots,4c Insidious Roots,1.35
9,user_0009,Grixis Artifacts,Grixis Artifacts,1.07
9,user_0009,Bant Airbending Combo,Bant Airbending Combo,1.41
9,user_0009,Izzet Midrange,Izzet Midrange,0.84
9,user_0009,4c Insidious Roots (2),4c Insidious Roots,1.33
9,user_0009,Temur Battlecrier Combo,Temur Battlecrier Combo,0.99
9,user_0009,Boros Aggro,Boros Aggro,1.26
9,user_0009,Jund Aggro,Jund Aggro,1.04
9,user_0009,Rakdos Sacrifice,Rakdos Sacrifice,1.94
9,user_0009,Grixis Leyline,Grixis Leyline,1.41
9,user_0009,Golgari Insidious Roots,Golgari Insidious Roots,1.37
9,user_0009,Mono-Green Landfall,Mono-Green Landfall,1.96
9,user_0009,Sultai Graveyard,Sultai Graveyard,1.4
9,user_0009,Jeskai Looting,Jeskai Looting,1.51
9,user_0009,4c Omniscience,4c Omniscience,1.05
9,user_0009,Abzan Midrange,Abzan Midrange,1.27
9,user_0009,Temur Kona,Temur Kona,2.46
9,user_0009,Boros Dragons,Boros Dragons,1.24
9,user_0009,Simic Midrange,Simic Midrange,1.25
9,user_0009,Dimir Midrange,Dimir Midrange,3.7
9,user_0009,Boros Token Control,Boros Token Control,0.85
9,user_0009,Mono-Black Midrange,Mono-Black Midrange,0.89
9,user_0009,Izzet Prowess,Izzet Prowess,2.46
9,user_0009,4c Kona,4c Kona,1.12
9,user_0009,Azorius Control,Azorius Control,1.25
9,user_0009,Mardu Dragons,Mardu Dragons,2.57
9,user_0009,Golgari Midrange,Golgari Midrange,1.5
9,user_0009,Gruul Aggro,Gruul Aggro,1.73
9,user_0009,Boros Mice,Boros Mice,1.26
9,user_0009,Simic Landfall,Simic Landfall,1.89
9,user_0009,Izzet Omniscience,Izzet Omniscience,1.36
9,user_0009,Gruul Delirium,Gruul Delirium,1.2
9,user_0009,Jeskai Artifacts,Jeskai Artifacts,1.45
9,user_0009,Temur Lessons,Temur Lessons,1.89
9,user_0009,Dimir Bounce,Dimir Bounce,1.57
10,user_0010,Orzhov Self-Bounce,Orzhov Self-Bounce,1.71
10,user_0010,Izzet Omniscience,Izzet Omniscience,1.25
10,user_0010,Dimir Midrange,Dimir Midrange,3.01
10,user_0010,4c Control,4c Control,1.15
10,user_0010,Orzhov Midrange,Orzhov Midrange,1.51
10,user_0010,Mono-Red Leyline Aggro,Mono-Red Leyline Aggro,0.86
10,user_0010,Mono-Black Midrange,Mono-Black Midrange,1.1
10,user_0010,Boros Leyline Aggro,Boros Leyline Aggro,1.1
10,user_0010,Simic Midrange,Simic Midrange,1.07
10,user_0010,4c Artifacts,4c Artifacts,1.92
10,user_0010,Lifegain,Lifegain,1.82
10,user_0010,4c Kona,4c Kona,1.15
10,user_0010,Azorius Control,Azorius Control,1.47
10,user_0010,Temur Floodcaller Combo,Temur Floodcaller Combo,0.81
10,user_0010,Izzet,Izzet,1.28
10,user_0010,Simic Landfall,Simic Landfall,1.64
10,user_0010,Temur Lessons,Temur Lessons,2.23
10,user_0010,Mono-White Tokens,Mono-White Tokens,1.79
10,user_0010,Gruul Delirium,Gruul Delirium,1.59
10,user_0010,Abzan Insidious Roots,Abzan Insidious Roots,1.8
10,user_0010,Gruul Aggro,Gruul Aggro,0.87
10,user_0010,Jeskai Control,Jeskai Control,3.0
10,user_0010,Boros Dragons,Boros Dragons,1.98
10,user_0010,Mono-Red Aggro,Mono-Red Aggro,3.16
10,user_0010,4c Insidious Roots,4c Insidious Roots,1.44
10,user_0010,Boros Manufacturing,Boros Manufacturing,1.75
10,user_0010,Izzet Lessons,Izzet Lessons,4.02
10,user_0010,Bant Omniscience,Bant Omniscience,1.72
10,user_0010,Jeskai Self-Bounce,Jeskai Self-Bounce,1.49
10,user_0010,Sultai Graveyard,Sultai Graveyard,1.79
10,user_0010,Naya Yuna,Naya Yuna,1.53
10,user_0010,Izzet Midrange,Izzet Midrange,1.21
10,user_0010,Temur Kona,Temur Kona,1.83
10,user_0010,Izzet Prowess,Izzet Prowess,2.2
10,user_0010,Boros Token Control,Boros Token Control,0.9
10,user_0010,Boros Mice,Boros Mice,1.23
10,user_0010,Dimir Bounce,Dimir Bounce,0.73
10,user_0010,Rakdos Sacrifice,Rakdos Sacrifice,1.46
10,user_0010,Boros Aggro,Boros Aggro,1.25
10,user_0010,Mono-Green Landfall,Mono-Green Landfall,1.99
10,user_0010,Grixis Artifacts,Grixis Artifacts,1.24
10,user_0010,Gruul Leyline Aggro,Gruul Leyline Aggro,1.05
10,user_0010,Jeskai Looting,Jeskai Looting,1.61
11,user_0011,Dimir Control,Dimir Control,1.88
11,user_0011,4c Artifacts,4c Artifacts,1.23
11,user_0011,Jund Aggro,Jund Aggro,1.13
11,user_0011,Boros Leyline Aggro,Boros Leyline Aggro,1.06
11,user_0011,Boros Token Control,Boros Token Control,1.77
11,user_0011,Jeskai Control,Jeskai Control,3.05
11,user_0011,Izzet Midrange,Izzet Midrange,1.2
11,user_0011,Mono-Black Midrange,Mono-Black Midrange,1.24
11,user_0011,Naya Yuna,Naya Yuna,0.53
11,user_0011,Izzet Omniscience,Izzet Omniscience,0.69
11,user_0011,Mono-Green Landfall,Mono-Green Landfall,1.92
11,user_0011,Grixis Leyline,Grixis Leyline,1.03
11,user_0011,Sultai Control,Sultai Control,1.31
11,user_0011,Azorius Control,Azorius Control,1.31
11,user_0011,Temur Kona,Temur Kona,1.26
11,user_0011,Abzan Midrange,Abzan Midrange,0.78
11,user_0011,Dimir Midrange,Dimir Midrange,3.17
11,user_0011,Izzet Aggro,Izzet Aggro,1.25
11,user_0011,4c Reanimator,4c Reanimator,2.34
11,user_0011,Golgari Dragons,Golgari Dragons,1.14
11,user_0011,Temur Floodcaller Combo,Temur Floodcaller Combo,0.82
11,user_0011,Gruul Aggro,Gruul Aggro,1.4
12,user_0012,4c Artifacts,4c Artifacts,1.46
12,user_0012,Lifegain,Lifegain,0.86
12,user_0012,Boros Mice,Boros Mice,1.36
12,user_0012,Gruul Delirium,Gruul Delirium,1.09
12,user_0012,Rakdos Sacrifice,Rakdos Sacrifice,1.01
12,user_0012,Boros Aggro,Boros Aggro,1.24
12,user_0012,Jeskai Control,Jeskai Control,3.2
12,user_0012,Golgari Midrange,Golgari Midrange,1.43
12,user_0012,Jeskai Artifacts,Jeskai Artifacts,1.42
12,user_0012,Jund Aggro,Jund Aggro,1.63
12,user_0012,Gruul Leyline Aggro,Gruul Leyline Aggro,1.47
12,user_0012,Dimir Control,Dimir Control,0.76
12,user_0012,Temur Lessons,Temur Lessons,1.23
12,user_0012,Izzet Looting,Izzet Looting,2.1
12,user_0012,Mono-White Tokens,Mono-White Tokens,0.41
12,user_0012,Gruul Aggro,Gruul Aggro,1.68
12,user_0012,4c Insidious Roots (2),4c Insidious Roots,0.8
12,user_0012,Boros Dragons,Boros Dragons,1.49
12,user_0012,Dimir Bounce,Dimir Bounce,0.82
12,user_0012,Orzhov Control,Orzhov Control,1.37
12,user_0012,4c Reanimator,4c Reanimator,2.01
12,user_0012,Simic Aggro,Simic Aggro,0.89
12,user_0012,Temur Battlecrier Combo,Temur Battlecrier Combo,1.64
12,user_0012,Grixis Leyline,Grixis Leyline,0.8
12,user_0012,4c Insidious Roots,4c Insidious Roots,1.12
12,user_0012,Mono-Red Leyline Aggro,Mono-Red Leyline Aggro,1.18
12,user_0012,4c Kona,4c Kona,1.0
12,user_0012,Grixis Artifacts,Grixis Artifacts,1.09
12,user_0012,Orzhov Self-Bounce,Orzhov Self-Bounce,1.51
12,user_0012,Temur Floodcaller Combo,Temur Floodcaller Combo,1.22
12,user_0012,Simic Midrange,Simic Midrange,0.87
12,user_0012,Izzet Prowess,Izzet Prowess,2.4
12,user_0012,Rakdos Aggro,Rakdos Aggro,0.78
12,user_0012,Simic Landfall,Simic Landfall,1.27
12,user_0012,Abzan Insidious Roots,Abzan Insidious Roots,0.98
12,user_0012,Orzhov Midrange,Orzhov Midrange,0.7
12,user_0012,Gruul Random Encounter,Gruul Random Encounter,0.8
12,user_0012,Dimir Midrange,Dimir Midrange,3.72
12,user_0012,Golgari Midrange (2),Golgari Midrange,1.5
12,user_0012,Simic Omniscience,Simic Omniscience,0.85
12,user_0012,Bant Omniscience,Bant Omniscience,1.67
12,user_0012,Golgari Insidious Roots,Golgari Insidious Roots,0.76
12,user_0012,Izzet,Izzet,1.17
12,user_0012,Izzet Midrange,Izzet Midrange,1.22
12,user_0012,Izzet Aggro,Izzet Aggro,0.98
12,user_0012,4c Control,4c Control,0.87
12,user_0012,Sultai Graveyard,Sultai Graveyard,1.32
12,user_0012,Mardu Dragons,Mardu Dragons,0.57
12,user_0012,Selesnya Landfall,Selesnya Landfall,1.41
13,user_0013,Golgari Midrange (2),Golgari Midrange,1.14
13,user_0013,4c Insidious Roots (2),4c Insidious Roots,0.56
13,user_0013,Temur Floodcaller Combo,Temur Floodcaller Combo,1.48
13,user_0013,Dimir Control,Dimir Control,1.02
